_id;common_name;family;genus;species
154;ucuuba puna;myristicaceae;iryanthera;iryanthera spp
157;inga vermelha;lacistemataceae;lacistema;lacistema aggregatum/polystachyum
158;pimenta nambu;lacistemataceae;lacistema;lacistema aggregatum/polystachyum
159;pimenta nambu;lacistemataceae;lacistema;lacistema spp
161;louro;lauraceae;lauraceae;lauraceae spp
162;louro abacate;lauraceae;lauraceae;lauraceae spp
163;louro aritu;lauraceae;lauraceae;lauraceae spp
164;louro branco;lauraceae;lauraceae;lauraceae spp
165;louro falso aritu;lauraceae;lauraceae;lauraceae spp
166;louro fofo;lauraceae;lauraceae;lauraceae spp
167;louro inhamui;lauraceae;lauraceae;lauraceae spp
168;louro preto;lauraceae;lauraceae;lauraceae spp
169;louro tucano;lauraceae;lauraceae;lauraceae spp
170;tauari;lecythidaceae;lecythidaceae;lecythidaceae spp
171;castanha jarana fg;lecythidaceae;lecythis;lecythis aff poiteaui
172;castanha jarana fm;lecythidaceae;lecythis;lecythis aff poiteaui
173;castanha jarana fm;lecythidaceae;lecythis;lecythis cf chartacea
174;castanha jarana fm;lecythidaceae;lecythis;lecythis cf gracieana
175;castanha jarana fm;lecythidaceae;lecythis;lecythis sp
176;castanha jarana fm;lecythidaceae;lecythis;lecythis spp
182;caraipe;chrysobalanaceae;licania;licania spp
183;macucu chiador;chrysobalanaceae;licania;licania spp
184;louro pirarucu;lauraceae;licaria;licaria crassifolia
185;louro preto;lauraceae;licaria;licaria crassifolia
191;louro ferro;lauraceae;licaria;licaria sp 1
195;taquari;euphorbiaceae;mabea;mabea spp
196;macaranduba;sapotaceae;manilkara;manilkara spp
198;araca bravo;melastomataceae;miconia;miconia dicrophylla
199;buchuchu;melastomataceae;miconia;miconia dicrophylla
200;buchuchu canela velh;melastomataceae;miconia;miconia dicrophylla
201;buchuchu canela velho;melastomataceae;miconia;miconia dicrophylla
208;buchuchu;melastomataceae;miconia;miconia spp
209;buchuchu c. velho;melastomataceae;miconia;miconia spp
210;buchuchu canela velh;melastomataceae;miconia;miconia spp
211;buchuchu canela velho;melastomataceae;miconia;miconia spp
212;buchuchu farinha seca;melastomataceae;miconia;miconia spp
213;buchuchu folha serrilhada;melastomataceae;miconia;miconia spp
214;buchuchu fs;melastomataceae;miconia;miconia spp
215;buchuchu orelha burr;melastomataceae;miconia;miconia spp
216;buchuchu orelha burro;melastomataceae;miconia;miconia spp
217;buchuchu vermelho;melastomataceae;miconia;miconia spp
221;ucuuba vermelha;sapotaceae;micropholis;micropholis sp 2
222;chiclete bravo;sapotaceae;micropholis;micropholis spp
223;inhare;moraceae;moraceae;moraceae spp
224;muiratinga;moraceae;moraceae;moraceae spp
225;muiraximbe;rubiaceae;morinda;morinda sp
226;araca bravo;melastomataceae;mouriri;mouriri duckeana/duckeanoides
227;mamaozinho;melastomataceae;mouriri;mouriri duckeana/duckeanoides
228;muirauba;melastomataceae;mouriri;mouriri duckeana/duckeanoides
229;mamaozinho;melastomataceae;mouriri;mouriri spp
232;goiabinha;myrtaceae;myrcia;myrcia spp
234;ucuuba branca;myristicaceae;myristicaceae;myristicaceae spp
235;araca bravo;myrtaceae;myrtaceae;myrtaceae sp 1
236;araca bravo;myrtaceae;myrtaceae;myrtaceae sp 2
237;taboquinha;myrtaceae;myrtaceae;myrtaceae sp 2
238;inga vermelha;myrtaceae;myrtaceae;myrtaceae sp 5
239;araca bravo;myrtaceae;myrtaceae;myrtaceae spp
240;murta mata;myrtaceae;myrtaceae;myrtaceae spp
241;umbaia;myrtaceae;myrtaceae;myrtaceae spp
243;joao mole;nyctaginaceae;neea;neea cf robusta
244;joao mole;nyctaginaceae;neea;neea spp
245;joao mole;nyctaginaceae;nyctaginaceae;nyctaginaceae sp 4
246;joao mole;nyctaginaceae;nyctaginaceae;nyctaginaceae sp 5
247;capitiu fg;lauraceae;ocotea;ocotea cf leucoxylon
248;louro inhamui;lauraceae;ocotea;ocotea cf olivacea
260;cafe bravo;rubiaceae;palicourea;palicourea sp
262;faveira parkia;fabaceae;parkia;parkia spp
269;macaranduba;sapotaceae;micropholis;pourouma spp
270;embaubarana;urticaceae;pourouma;pourouma spp
272;jarai;sapotaceae;pouteria;pouteria cf ambelaniifolia
273;jarai;sapotaceae;pouteria;pouteria cf cuspidata
274;jarai;sapotaceae;pouteria;pouteria cf elegans
275;abiurana olho veado;sapotaceae;pouteria;pouteria cf engleri
276;abiurana cutite;sapotaceae;pouteria;pouteria cf macrophylla
277;abiurana cutite fl;sapotaceae;pouteria;pouteria cf macrophylla
278;abiurana massa;sapotaceae;pouteria;pouteria cf macrophylla
295;abiurana;sapotaceae;pouteria;pouteria spp
296;abiurana batinga;sapotaceae;pouteria;pouteria spp
297;abiurana casca fina;sapotaceae;pouteria;pouteria spp
298;abiurana cutite;sapotaceae;pouteria;pouteria spp
299;abiurana douradinha;sapotaceae;pouteria;pouteria spp
300;abiurana fedorenta;sapotaceae;pouteria;pouteria spp
301;abiurana vermelha;sapotaceae;pouteria;pouteria spp
302;balata brava;sapotaceae;pouteria;pouteria spp
303;jarai;sapotaceae;pouteria;pouteria spp
310;breu;burseraceae;protium;protium cf crassipetalum
311;breu vermelho;burseraceae;protium;protium cf crassipetalum
312;breu branco;burseraceae;protium;protium cf giganteum
325;breu branco;burseraceae;protium;protium spp
326;breu pitomba;burseraceae;protium;protium spp
327;breu vermelho;burseraceae;protium;protium spp
329;faveira folha fina;fabaceae;pseudopiptadenia;pseudopiptadenia cf suaveolens
332;muiratinga;rubiaceae;psychotria;psychotria sp 1
333;purui;rubiaceae;psychotria;psychotria sp 2
340;gogo guariba;violaceae;rinorea;rinorea sp 2
341;muiraximbe;rubiaceae;rubiaceae;rubiaceae spp
342;purui;rubiaceae;rubiaceae;rubiaceae spp
344;pitomba mata;sapindaceae;sapindaceae;sapindaceae spp
345;abiurana;sapotaceae;sapotaceae;sapotaceae spp
346;abiurana abiu;sapotaceae;sapotaceae;sapotaceae spp
347;abiurana bacuri;sapotaceae;sapotaceae;sapotaceae spp
348;abiurana branca;sapotaceae;sapotaceae;sapotaceae spp
349;abiurana roxa;sapotaceae;sapotaceae;sapotaceae spp
352;urucurana;elaeocarpaceae;sloanea;sloanea aff grandis
353;urucurana rasteira;elaeocarpaceae;sloanea;sloanea aff grandis
354;louro aritu;elaeocarpaceae;sloanea;sloanea cf eichleri
355;urucurana;elaeocarpaceae;sloanea;sloanea cf eichleri
359;macucu fofo;elaeocarpaceae;sloanea;sloanea sp 2
360;ingarana;elaeocarpaceae;sloanea;sloanea sp 5
361;urucurana;elaeocarpaceae;sloanea;sloanea spp
364;urucurana;malvaceae;sterculia;sterculia sp
365;achicha;malvaceae;sterculia;sterculia spp
366;faveira camuze;fabaceae;stryphnodendron;stryphnodendron spp
369;muirajiboia;fabaceae;swartzia;swartzia spp
372;tachi preto;fabaceae;tachigali;tachigali cf glauca
373;taxi preto;fabaceae;tachigali;tachigali cf glauca
374;tachi vermelho;fabaceae;tachigali;tachigali cf paraensis
375;tachi vermelho;fabaceae;tachigali;tachigali eriopetala
378;tachi vermelho;fabaceae;tachigali;tachigali sp 1
379;tachi preto;fabaceae;tachigali;tachigali spp
380;tachi vermelho;fabaceae;tachigali;tachigali spp
381;caraiperana;sapindaceae;talisia;talisia cf cerasina
382;pajurazinho;sapindaceae;talisia;talisia cf cerasina
383;pitomba;sapindaceae;talisia;talisia sp
387;sapateiro;clusiaceae;tovomita;tovomita aff caloneura
390;sapateiro;clusiaceae;tovomita;tovomita spp
391;breu manga;burseraceae;trattinnickia;trattinnickia sp 1
394;embauba;urticaceae;urticaceae;urticaceae spp
395;sucupira chorona;fabaceae;vatairea;vatairea sp
396;ucuuba;myristicaceae;virola;virola cf elongata
398;ucuuba preta;myristicaceae;virola;virola spp
399;ucuuba vermelha;myristicaceae;virola;virola spp
400;lacre;hypericaceae;vismia;vismia spp
401;lacre mata;hypericaceae;vismia;vismia spp
402;lacre vermelho;hypericaceae;vismia;vismia spp
404;mandioqueira;vochysiaceae;vochysiaceae;vochysiaceae spp
