_id;common_name;family;genus;species;suggestion
"clusiaceae spp;clusiaceae;clusiaceae;bacuri jacare";bacuri jacare;clusiaceae;clusiaceae;clusiaceae spp;
"connarus perrottetii;connaraceae;connarus;rabo arara";rabo arara;connaraceae;connarus;connarus perrottetii;
"cordia spp;boraginaceae;cordia;freijo branco";freijo branco;boraginaceae;cordia;cordia spp;
"dicypellium manausense;lauraceae;dicypellium;louro fofo";louro fofo;lauraceae;dicypellium;dicypellium manausense;dialium guianense
"dipteryx spp;fabaceae;dipteryx;cumaru";cumaru;fabaceae;dipteryx;dipteryx spp;
"dodecastigma amazonicum;euphorbiaceae;dodecastigma;seringarana";seringarana;euphorbiaceae;dodecastigma;dodecastigma amazonicum;protium amazonicum
"duguetia spp;annonaceae;duguetia;envira amarela";envira amarela;annonaceae;duguetia;duguetia spp;duguetia spixiana
"duroia macrophylla;rubiaceae;duroia;falsa rainha";falsa rainha;rubiaceae;duroia;duroia macrophylla;euodia macrophylla
"duroia macrophylla;rubiaceae;duroia;purui";purui;rubiaceae;duroia;duroia macrophylla;euodia macrophylla
"elizabetha coccinea;fabaceae;elizabetha;copaibarana";copaibarana;fabaceae;elizabetha;elizabetha coccinea;isertia coccinea
"enterolobium barnebianum;fabaceae;enterolobium;faveira amarela";faveira amarela;fabaceae;enterolobium;enterolobium barnebianum;enterolobium maximum
"erisma bicolor;vochysiaceae;erisma;maueira";maueira;vochysiaceae;erisma;erisma bicolor;pera bicolor
"eschweilera bracteosa;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera bracteosa;eschweilera fracta
"eschweilera cf micrantha;lecythidaceae;eschweilera;castanha vermelha";castanha vermelha;lecythidaceae;eschweilera;eschweilera cf micrantha;eschweilera micrantha
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;pajurazinho";pajurazinho;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;ripeiro";ripeiro;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;ripeiro preto";ripeiro preto;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;seringarana";seringarana;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera spp;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro";ripeiro;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro preto";ripeiro preto;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera truncata;lecythidaceae;eschweilera;mata mata amarelo";mata mata amarelo;lecythidaceae;eschweilera;eschweilera truncata;eschweilera carinata
"eschweilera truncata;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera truncata;eschweilera carinata
"eugenia cf chartacea;myrtaceae;eugenia;abiurana fedorenta";abiurana fedorenta;myrtaceae;eugenia;eugenia cf chartacea;inga chartacea
"eugenia diplocampta;myrtaceae;eugenia;araca bravo";araca bravo;myrtaceae;eugenia;eugenia diplocampta;eugenia polita
"eugenia lambertiana;myrtaceae;eugenia;araca bravo";araca bravo;myrtaceae;eugenia;eugenia lambertiana;eugenia cerina
"euphorbiaceae spp;euphorbiaceae;euphorbiaceae;seringarana";seringarana;euphorbiaceae;euphorbiaceae;euphorbiaceae spp;
"fabaceae sp 2;fabaceae;fabaceae;tento preto";tento preto;fabaceae;fabaceae;fabaceae sp 2;
"fabaceae spp;fabaceae;fabaceae;cumarurana";cumarurana;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;falso angelim";falso angelim;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;faveira folha fina";faveira folha fina;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;faveira rape";faveira rape;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;inga";inga;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;ingarana";ingarana;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;sucupira vermelha";sucupira vermelha;fabaceae;fabaceae;fabaceae spp;
"geissospermum argenteum;apocynaceae;geissospermum;acariquara branca";acariquara branca;apocynaceae;geissospermum;geissospermum argenteum;geissospermum laeve
"guapira tomentosa;nyctaginaceae;guapira;joao mole";joao mole;nyctaginaceae;guapira;guapira tomentosa;aglaia tomentosa
"guarea convergens;meliaceae;guarea;gito branco";gito branco;meliaceae;guarea;guarea convergens;
"guarea spp;meliaceae;guarea;gito vermelho";gito vermelho;meliaceae;guarea;guarea spp;
"guatteria spp;annonaceae;guatteria;envira fofa";envira fofa;annonaceae;guatteria;guatteria spp;guatteria micans
"handroanthus spp;bignoniaceae;handroanthus;pau darco";pau darco;bignoniaceae;handroanthus;handroanthus spp;
"heisteria duckei;olacaceae;heisteria;chichua";chichua;olacaceae;heisteria;heisteria duckei;heisteria indet
"heisteria laxiflora;olacaceae;heisteria;itaubarana";itaubarana;olacaceae;heisteria;heisteria laxiflora;heisteria cauliflora
"hirtella rodriguesii;chrysobalanaceae;hirtella;caraipe";caraipe;chrysobalanaceae;hirtella;hirtella rodriguesii;hirtella davisii
"humiriaceae spp;humiriaceae;humiriaceae;uxirana";uxirana;humiriaceae;humiriaceae;humiriaceae spp;
"hymenolobium cf heterocarpum;fabaceae;hymenolobium;sucupira amarela";sucupira amarela;fabaceae;hymenolobium;hymenolobium cf heterocarpum;hymenolobium petraeum
"indeterminado;indeterminado;#valor!;favinha";favinha;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;gameleira";gameleira;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;gitorana";gitorana;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;gogo guariba";gogo guariba;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;goiabarana";goiabarana;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;marmelo";marmelo;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;muiratinga";muiratinga;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;orelha burro";orelha burro;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;tinteira";tinteira;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;uchi cotia";uchi cotia;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;uchi cutia";uchi cutia;indeterminado;#valor!;indeterminado;
"inga cf capitata;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga cf capitata;inga capitata
"inga cf cordatoalata;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga cf cordatoalata;inga capitata
"inga cf leiocalycina;fabaceae;inga;falsa rainha";falsa rainha;fabaceae;inga;inga cf leiocalycina;inga leiocalycina
"inga grandiflora;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga grandiflora;inga graciliflora
"inga spp;fabaceae;inga;inga";inga;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga branca";inga branca;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga branco";inga branco;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga peluda";inga peluda;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga vermelho";inga vermelho;fabaceae;inga;inga spp;
"iryanthera coriacea;myristicaceae;iryanthera;ucuuba vermelha";ucuuba vermelha;myristicaceae;iryanthera;iryanthera coriacea;andira coriacea
"iryanthera spp;myristicaceae;iryanthera;ucuuba puna";ucuuba puna;myristicaceae;iryanthera;iryanthera spp;iryanthera laevis
"kutchubaea insignis;rubiaceae;kutchubaea;cafe bravo";cafe bravo;rubiaceae;kutchubaea;kutchubaea insignis;ruagea insignis
"kutchubaea insignis;rubiaceae;kutchubaea;caferana";caferana;rubiaceae;kutchubaea;kutchubaea insignis;ruagea insignis
"kutchubaea insignis;rubiaceae;kutchubaea;taboquinha";taboquinha;rubiaceae;kutchubaea;kutchubaea insignis;ruagea insignis
"lacistema aggregatum/polystachyum;lacistemataceae;lacistema;pimenta nambu";pimenta nambu;lacistemataceae;lacistema;lacistema aggregatum/polystachyum;lacistema aggregatum
"lacistema spp;lacistemataceae;lacistema;pimenta nambu";pimenta nambu;lacistemataceae;lacistema;lacistema spp;
"laetia cupulata;salicaceae;laetia;piabinha";piabinha;salicaceae;laetia;laetia cupulata;aglaia cucullata
"lauraceae spp;lauraceae;lauraceae;louro aritu";louro aritu;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro bosta";louro bosta;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro branco";louro branco;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro chumbo";louro chumbo;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro falso aritu";louro falso aritu;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro fofo";louro fofo;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro preto";louro preto;lauraceae;lauraceae;lauraceae spp;
"lecythidaceae sp;lecythidaceae;lecythidaceae;castanha jarana";castanha jarana;lecythidaceae;lecythidaceae;lecythidaceae sp;
"lecythidaceae spp;lecythidaceae;lecythidaceae;tauari";tauari;lecythidaceae;lecythidaceae;lecythidaceae spp;
"lecythis cf chartacea;lecythidaceae;lecythis;castanha jarana";castanha jarana;lecythidaceae;lecythis;lecythis cf chartacea;lecythis chartacea
"lecythis cf gracieana;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis cf gracieana;lecythis gracieana
"lecythis spp;lecythidaceae;lecythis;castanha jarana";castanha jarana;lecythidaceae;lecythis;lecythis spp;lecythis ampla
"lecythis spp;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis spp;lecythis ampla
"lecythis spp;lecythidaceae;lecythis;castanha sapucaia";castanha sapucaia;lecythidaceae;lecythis;lecythis spp;lecythis ampla
"licania bracteata;chrysobalanaceae;licania;ucuuba preta";ucuuba preta;chrysobalanaceae;licania;licania bracteata;licania elata
"licania bracteata;chrysobalanaceae;licania;uxi cotia";uxi cotia;chrysobalanaceae;licania;licania bracteata;licania elata
"licania prismatocarpa;chrysobalanaceae;licania;caraiperana";caraiperana;chrysobalanaceae;licania;licania prismatocarpa;burdachia prismatocarpa
"licania prismatocarpa;chrysobalanaceae;licania;macucu chiador";macucu chiador;chrysobalanaceae;licania;licania prismatocarpa;burdachia prismatocarpa
"licania spp;chrysobalanaceae;licania;caraipe";caraipe;chrysobalanaceae;licania;licania spp;
"licania spp;chrysobalanaceae;licania;macucu";macucu;chrysobalanaceae;licania;licania spp;
"licania spp;chrysobalanaceae;licania;macucu chiador";macucu chiador;chrysobalanaceae;licania;licania spp;
"licania sprucei;chrysobalanaceae;licania;caraipe";caraipe;chrysobalanaceae;licania;licania sprucei;licania fuchsii
"licaria crassifolia;lauraceae;licaria;louro fofo";louro fofo;lauraceae;licaria;licaria crassifolia;litsea crassifolia
"licaria crassifolia;lauraceae;licaria;louro pirarucu";louro pirarucu;lauraceae;licaria;licaria crassifolia;litsea crassifolia
"mabea angularis;euphorbiaceae;mabea;taquari";taquari;euphorbiaceae;mabea;mabea angularis;
"mabea angularis;euphorbiaceae;mabea;taquari vermelho";taquari vermelho;euphorbiaceae;mabea;mabea angularis;
"mabea spp;euphorbiaceae;mabea;taquari";taquari;euphorbiaceae;mabea;mabea spp;
"manilkara spp;sapotaceae;manilkara;macaranduba";macaranduba;sapotaceae;manilkara;manilkara spp;manilkara zapota
"manilkara spp;sapotaceae;manilkara;massaranduba";massaranduba;sapotaceae;manilkara;manilkara spp;manilkara zapota
"maytenus guyanensis;celastraceae;maytenus;chichua";chichua;celastraceae;maytenus;maytenus guyanensis;maytenus laevis
"meliaceae spp;meliaceae;meliaceae;gito";gito;meliaceae;meliaceae;meliaceae spp;
"miconia cf cuspidata;melastomataceae;miconia;anil";anil;melastomataceae;miconia;miconia cf cuspidata;mastixia cuspidata
"miconia cf cuspidata;melastomataceae;miconia;vassoureiro";vassoureiro;melastomataceae;miconia;miconia cf cuspidata;mastixia cuspidata
"miconia cf eriodonta;melastomataceae;miconia;buchuchu orelha burro";buchuchu orelha burro;melastomataceae;miconia;miconia cf eriodonta;miconia lepidota
"miconia dicrophylla;melastomataceae;miconia;buchuchu canela velh";buchuchu canela velh;melastomataceae;miconia;miconia dicrophylla;miconia chrysophylla
"miconia dicrophylla;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia dicrophylla;miconia chrysophylla
"miconia gratissima;#n/d;miconia;buchuchu";buchuchu;#n/d;miconia;miconia gratissima;miconia prasina
"miconia gratissima;melastomataceae;miconia;buchuchu";buchuchu;melastomataceae;miconia;miconia gratissima;miconia prasina
"miconia gratissima;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia gratissima;miconia prasina
"miconia gratissima;melastomataceae;miconia;buchuchu f serrada";buchuchu f serrada;melastomataceae;miconia;miconia gratissima;miconia prasina
"miconia gratissima;melastomataceae;miconia;buchuchu fs";buchuchu fs;melastomataceae;miconia;miconia gratissima;miconia prasina
"miconia gratissima;melastomataceae;miconia;buchuchu orelha burro";buchuchu orelha burro;melastomataceae;miconia;miconia gratissima;miconia prasina
"miconia gratissima;melastomataceae;miconia;buxuxu";buxuxu;melastomataceae;miconia;miconia gratissima;miconia prasina
"miconia gratissima;melastomataceae;miconia;buxuxu f. serrali.";buxuxu f. serrali.;melastomataceae;miconia;miconia gratissima;miconia prasina
"miconia gratissima;melastomataceae;miconia;buxuxu folha serrilhada";buxuxu folha serrilhada;melastomataceae;miconia;miconia gratissima;miconia prasina
"miconia hypoleuca;melastomataceae;miconia;buchuchu f serrilhada";buchuchu f serrilhada;melastomataceae;miconia;miconia hypoleuca;licania hypoleuca
"miconia hypoleuca;melastomataceae;miconia;buchuchu fs";buchuchu fs;melastomataceae;miconia;miconia hypoleuca;licania hypoleuca
"miconia hypoleuca;melastomataceae;miconia;buxuxu folha serri";buxuxu folha serri;melastomataceae;miconia;miconia hypoleuca;licania hypoleuca
"miconia longispicata;melastomataceae;miconia;buxuxu canela velho";buxuxu canela velho;melastomataceae;miconia;miconia longispicata;miconia longifolia
"miconia minutiflora;melastomataceae;miconia;breu vermelho";breu vermelho;melastomataceae;miconia;miconia minutiflora;licania minutiflora
"miconia minutiflora;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia minutiflora;licania minutiflora
"miconia minutiflora;melastomataceae;miconia;cupiuba";cupiuba;melastomataceae;miconia;miconia minutiflora;licania minutiflora
"miconia minutiflora;melastomataceae;miconia;inga vermelha";inga vermelha;melastomataceae;miconia;miconia minutiflora;licania minutiflora
"miconia minutiflora;melastomataceae;miconia;ripeiro vermelho";ripeiro vermelho;melastomataceae;miconia;miconia minutiflora;licania minutiflora
"miconia minutiflora;melastomataceae;miconia;tinteira";tinteira;melastomataceae;miconia;miconia minutiflora;licania minutiflora
"miconia minutiflora;melastomataceae;miconia;tinteiro";tinteiro;melastomataceae;miconia;miconia minutiflora;licania minutiflora
"miconia minutiflora;melastomataceae;miconia;uxirana";uxirana;melastomataceae;miconia;miconia minutiflora;licania minutiflora
"miconia pyrifolia;melastomataceae;miconia;tinteira";tinteira;melastomataceae;miconia;miconia pyrifolia;myrcia pyrifolia
"miconia pyrifolia;melastomataceae;miconia;tinteiro";tinteiro;melastomataceae;miconia;miconia pyrifolia;myrcia pyrifolia
"miconia spp;melastomataceae;miconia;buchuchu";buchuchu;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu canela velh";buchuchu canela velh;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu folha serrilhada";buchuchu folha serrilhada;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu fs";buchuchu fs;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu orelha burr";buchuchu orelha burr;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu vermelho";buchuchu vermelho;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buxuxu";buxuxu;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buxuxu canela velho";buxuxu canela velho;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buxuxu f. serrali.";buxuxu f. serrali.;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buxuxu folha serri";buxuxu folha serri;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buxuxu orelha burro";buxuxu orelha burro;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;leiteira";leiteira;melastomataceae;miconia;miconia spp;
"micrandropsis scleroxylon;euphorbiaceae;micrandropsis;piaozinho";piaozinho;euphorbiaceae;micrandropsis;micrandropsis scleroxylon;micrandra scleroxylon
"micropholis casiquiarensis;sapotaceae;micropholis;jarai";jarai;sapotaceae;micropholis;micropholis casiquiarensis;micropholis guyanensis
"micropholis spp;sapotaceae;micropholis;abiurana olho veado";abiurana olho veado;sapotaceae;micropholis;micropholis spp;micropholis egensis
"micropholis spp;sapotaceae;micropholis;chiclete bravo";chiclete bravo;sapotaceae;micropholis;micropholis spp;micropholis egensis
"moraceae spp;moraceae;moraceae;amapa amargoso";amapa amargoso;moraceae;moraceae;moraceae spp;
"moraceae spp;moraceae;moraceae;inhare";inhare;moraceae;moraceae;moraceae spp;
"moraceae spp;moraceae;moraceae;muiratinga";muiratinga;moraceae;moraceae;moraceae spp;
"mouriri duckeana/duckeanoides;melastomataceae;mouriri;mamaozinho";mamaozinho;melastomataceae;mouriri;mouriri duckeana/duckeanoides;
"mouriri duckeana/duckeanoides;melastomataceae;mouriri;muirauba";muirauba;melastomataceae;mouriri;mouriri duckeana/duckeanoides;
"mouriri spp;melastomataceae;mouriri;mamaozinho";mamaozinho;melastomataceae;mouriri;mouriri spp;
"myrcia servata;myrtaceae;myrcia;goiabinha";goiabinha;myrtaceae;myrcia;myrcia servata;myrcia rostrata
"myrcia spp;myrtaceae;myrcia;goiabinha";goiabinha;myrtaceae;myrcia;myrcia spp;
"myrcia subsericea;myrtaceae;myrcia;azeitona mata";azeitona mata;myrtaceae;myrcia;myrcia subsericea;myrica rubra
"myrcia subsericea;myrtaceae;myrcia;goiabinha";goiabinha;myrtaceae;myrcia;myrcia subsericea;myrica rubra
"myristicaceae spp;myristicaceae;myristicaceae;ucuuba branca";ucuuba branca;myristicaceae;myristicaceae;myristicaceae spp;myristica crassa
"myristicaceae spp;myristicaceae;myristicaceae;ucuuba chorona";ucuuba chorona;myristicaceae;myristicaceae;myristicaceae spp;myristica crassa
"myrtaceae spp;myrtaceae;myrtaceae;araca bravo";araca bravo;myrtaceae;myrtaceae;myrtaceae spp;
"myrtaceae spp;myrtaceae;myrtaceae;macucu chiador";macucu chiador;myrtaceae;myrtaceae;myrtaceae spp;
"myrtaceae spp;myrtaceae;myrtaceae;murta mata";murta mata;myrtaceae;myrtaceae;myrtaceae spp;
"neea cf robusta;nyctaginaceae;neea;joao mole";joao mole;nyctaginaceae;neea;neea cf robusta;sloanea robusta
"neea cf verticillata;nyctaginaceae;neea;joao mole";joao mole;nyctaginaceae;neea;neea cf verticillata;banksia verticillata
"neea spp;nyctaginaceae;neea;joao mole";joao mole;nyctaginaceae;neea;neea spp;
"nyctaginaceae sp 2;nyctaginaceae;nyctaginaceae;joao mole";joao mole;nyctaginaceae;nyctaginaceae;nyctaginaceae sp 2;
"ocotea cinerea;lauraceae;ocotea;louro preto";louro preto;lauraceae;ocotea;ocotea cinerea;ocotea cernua
"ocotea cujumary;lauraceae;ocotea;louro fofo";louro fofo;lauraceae;ocotea;ocotea cujumary;ocotea cernua
"ocotea cujumary;lauraceae;ocotea;louro preto";louro preto;lauraceae;ocotea;ocotea cujumary;ocotea cernua
"ocotea nigrescens;lauraceae;ocotea;louto preto";louto preto;lauraceae;ocotea;ocotea nigrescens;ocotea nigra
"ormosia spp;fabaceae;ormosia;tento";tento;fabaceae;ormosia;ormosia spp;
"ormosia spp;fabaceae;ormosia;tento grande";tento grande;fabaceae;ormosia;ormosia spp;
"parkia spp;fabaceae;parkia;fava parkia";fava parkia;fabaceae;parkia;parkia spp;
"parkia spp;fabaceae;parkia;faveira parkia";faveira parkia;fabaceae;parkia;parkia spp;
"parkia spp;fabaceae;parkia;visgueiro";visgueiro;fabaceae;parkia;parkia spp;
"pourouma spp;urticaceae;pourouma;embaraubarana";embaraubarana;urticaceae;pourouma;pourouma spp;pourouma mollis
"pourouma spp;urticaceae;pourouma;embaubarana";embaubarana;urticaceae;pourouma;pourouma spp;pourouma mollis
"pourouma velutina;urticaceae;pourouma;embaubarana";embaubarana;urticaceae;pourouma;pourouma velutina;crudia velutina
"pouteria campanulata;sapotaceae;pouteria;abiurana";abiurana;sapotaceae;pouteria;pouteria campanulata;sterculia campanulata
"pouteria campanulata;sapotaceae;pouteria;abiurana fedorenta";abiurana fedorenta;sapotaceae;pouteria;pouteria campanulata;sterculia campanulata
"pouteria campanulata;sapotaceae;pouteria;douradinha";douradinha;sapotaceae;pouteria;pouteria campanulata;sterculia campanulata
"pouteria cf macrophylla;sapotaceae;pouteria;abiurana cutite fl";abiurana cutite fl;sapotaceae;pouteria;pouteria cf macrophylla;pouteria macrophylla
