_id;common_name;family;genus;species;suggestion
"cupania rubiginosa;sapindaceae;cupania;pitomba mata";pitomba mata;sapindaceae;cupania;cupania rubiginosa;aglaia rubiginosa
"cupania rubiginosa;sapindaceae;cupania;tachi vermelho";tachi vermelho;sapindaceae;cupania;cupania rubiginosa;aglaia rubiginosa
"dacryodes cuspidata;burseraceae;dacryodes;breu manga";breu manga;burseraceae;dacryodes;dacryodes cuspidata;dacryodes costata
"dacryodes cuspidata;burseraceae;dacryodes;breu vermelho";breu vermelho;burseraceae;dacryodes;dacryodes cuspidata;dacryodes costata
"dicypellium manausense;lauraceae;dicypellium;louro preto";louro preto;lauraceae;dicypellium;dicypellium manausense;dialium guianense
"diospyros cavalcantei;ebenaceae;diospyros;piabinha";piabinha;ebenaceae;diospyros;diospyros cavalcantei;diospyros laevis
"diospyros sp;ebenaceae;diospyros;piabinha";piabinha;ebenaceae;diospyros;diospyros sp;diospyros densa
"dipteryx magnifica;fabaceae;dipteryx;cumarurana";cumarurana;fabaceae;dipteryx;dipteryx magnifica;abies magnifica
"dipteryx magnifica;fabaceae;dipteryx;sucupira amarela";sucupira amarela;fabaceae;dipteryx;dipteryx magnifica;abies magnifica
"dodecastigma amazonicum;euphorbiaceae;dodecastigma;piaozinho";piaozinho;euphorbiaceae;dodecastigma;dodecastigma amazonicum;protium amazonicum
"dodecastigma amazonicum;euphorbiaceae;dodecastigma;seringarana";seringarana;euphorbiaceae;dodecastigma;dodecastigma amazonicum;protium amazonicum
"duroia kotchubaeoides;rubiaceae;duroia;muiraximbe";muiraximbe;rubiaceae;duroia;duroia kotchubaeoides;
"dystovomita brasiliensis;clusiaceae;dystovomita;sapateiro";sapateiro;clusiaceae;dystovomita;dystovomita brasiliensis;gustavia brasiliensis
"elaeoluma nuda;sapotaceae;elaeoluma;abiurana massa";abiurana massa;sapotaceae;elaeoluma;elaeoluma nuda;
"elizabetha coccinea;fabaceae;elizabetha;faveira amarela";faveira amarela;fabaceae;elizabetha;elizabetha coccinea;isertia coccinea
"elizabetha coccinea;fabaceae;elizabetha;faveira vermelha";faveira vermelha;fabaceae;elizabetha;elizabetha coccinea;isertia coccinea
"enterolobium sp;fabaceae;enterolobium;faveira folha fina";faveira folha fina;fabaceae;enterolobium;enterolobium sp;
"enterolobium sp;fabaceae;enterolobium;faveira rape";faveira rape;fabaceae;enterolobium;enterolobium sp;
"erisma bicolor;vochysiaceae;erisma;maueira";maueira;vochysiaceae;erisma;erisma bicolor;pera bicolor
"eschweilera bracteosa;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera bracteosa;eschweilera fracta
"eschweilera bracteosa;lecythidaceae;eschweilera;ripeiro";ripeiro;lecythidaceae;eschweilera;eschweilera bracteosa;eschweilera fracta
"eschweilera bracteosa;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera bracteosa;eschweilera fracta
"eschweilera cf micrantha;lecythidaceae;eschweilera;castanha vermelha";castanha vermelha;lecythidaceae;eschweilera;eschweilera cf micrantha;eschweilera micrantha
"eschweilera cyathiformis;lecythidaceae;eschweilera;castanha jacare";castanha jacare;lecythidaceae;eschweilera;eschweilera cyathiformis;eschweilera albiflora
"eschweilera cyathiformis;lecythidaceae;eschweilera;castanha vermelha";castanha vermelha;lecythidaceae;eschweilera;eschweilera cyathiformis;eschweilera albiflora
"eschweilera cyathiformis;lecythidaceae;eschweilera;macucu chiador";macucu chiador;lecythidaceae;eschweilera;eschweilera cyathiformis;eschweilera albiflora
"eschweilera cyathiformis;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera cyathiformis;eschweilera albiflora
"eschweilera cyathiformis;lecythidaceae;eschweilera;ripeiro preto";ripeiro preto;lecythidaceae;eschweilera;eschweilera cyathiformis;eschweilera albiflora
"eschweilera cyathiformis;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera cyathiformis;eschweilera albiflora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;ripeiro";ripeiro;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;araba roxo";araba roxo;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ribeiro branco";ribeiro branco;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro";ripeiro;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;tauari";tauari;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;tauari branco";tauari branco;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera sp;lecythidaceae;eschweilera;mata mata amarelo";mata mata amarelo;lecythidaceae;eschweilera;eschweilera sp;eschweilera alata
"eschweilera sp;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera sp;eschweilera alata
"eschweilera sp;lecythidaceae;eschweilera;tauari";tauari;lecythidaceae;eschweilera;eschweilera sp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro";ripeiro;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera truncata;lecythidaceae;eschweilera;envira preta";envira preta;lecythidaceae;eschweilera;eschweilera truncata;eschweilera carinata
"eschweilera truncata;lecythidaceae;eschweilera;mata mata amarelo";mata mata amarelo;lecythidaceae;eschweilera;eschweilera truncata;eschweilera carinata
"eschweilera truncata;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera truncata;eschweilera carinata
"eschweilera truncata;lecythidaceae;eschweilera;matamata branco";matamata branco;lecythidaceae;eschweilera;eschweilera truncata;eschweilera carinata
"eugenia agathopoda;myrtaceae;eugenia;ucuuba vermelha";ucuuba vermelha;myrtaceae;eugenia;eugenia agathopoda;eugenia mato
"eugenia cf florida;myrtaceae;eugenia;araca bravo";araca bravo;myrtaceae;eugenia;eugenia cf florida;eugenia florida
"eugenia lambertiana;myrtaceae;eugenia;araca bravo";araca bravo;myrtaceae;eugenia;eugenia lambertiana;eugenia cerina
"euphorbiaceae spp;euphorbiaceae;euphorbiaceae;seringarana";seringarana;euphorbiaceae;euphorbiaceae;euphorbiaceae spp;
"fabaceae spp;fabaceae;fabaceae;faveira amarela";faveira amarela;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;faveira vermelha";faveira vermelha;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;ingarana";ingarana;fabaceae;fabaceae;fabaceae spp;
"faramea cf corymbosa;rubiaceae;faramea;taboquinha";taboquinha;rubiaceae;faramea;faramea cf corymbosa;maranthes corymbosa
"ficus duckeana;moraceae;ficus;mata pau";mata pau;moraceae;ficus;ficus duckeana;ficus drupacea
"geissospermum argenteum;apocynaceae;geissospermum;acariquara branca";acariquara branca;apocynaceae;geissospermum;geissospermum argenteum;geissospermum laeve
"guapira tomentosa;nyctaginaceae;guapira;joao mole";joao mole;nyctaginaceae;guapira;guapira tomentosa;aglaia tomentosa
"guarea carinata/trunciflora;meliaceae;guarea;gito";gito;meliaceae;guarea;guarea carinata/trunciflora;garcinia uniflora
"guarea convergens;meliaceae;guarea;gito";gito;meliaceae;guarea;guarea convergens;
"guarea convergens;meliaceae;guarea;gito vermelho";gito vermelho;meliaceae;guarea;guarea convergens;
"guarea velutina;meliaceae;guarea;figo bravo";figo bravo;meliaceae;guarea;guarea velutina;gluta velutina
"guatteria cf australis;annonaceae;guatteria;envira fofa";envira fofa;annonaceae;guatteria;guatteria cf australis;pouteria australis
"guatteria citriodora;annonaceae;guatteria;envira amargosa";envira amargosa;annonaceae;guatteria;guatteria citriodora;guatteria cestrifolia
"guatteria citriodora;annonaceae;guatteria;envira fofa";envira fofa;annonaceae;guatteria;guatteria citriodora;guatteria cestrifolia
"guatteria discolor;annonaceae;guatteria;envira fofa";envira fofa;annonaceae;guatteria;guatteria discolor;parkia discolor
"guatteria spp;annonaceae;guatteria;envira fofa";envira fofa;annonaceae;guatteria;guatteria spp;guatteria micans
"handroanthus capitatus;bignoniaceae;handroanthus;pau darco";pau darco;bignoniaceae;handroanthus;handroanthus capitatus;tarchonanthus camphoratus
"handroanthus spp;bignoniaceae;handroanthus;pau darco";pau darco;bignoniaceae;handroanthus;handroanthus spp;
"heisteria laxiflora;olacaceae;heisteria;uxi morcego";uxi morcego;olacaceae;heisteria;heisteria laxiflora;heisteria cauliflora
"heisteria laxiflora;olacaceae;heisteria;uxirana";uxirana;olacaceae;heisteria;heisteria laxiflora;heisteria cauliflora
"helicostylis sp;moraceae;helicostylis;muiratinga";muiratinga;moraceae;helicostylis;helicostylis sp;helicostylis scabra
"hirtella fasciculata;chrysobalanaceae;hirtella;pajurazinho";pajurazinho;chrysobalanaceae;hirtella;hirtella fasciculata;hirtella ciliata
"hirtella obidensis;chrysobalanaceae;hirtella;caraipe";caraipe;chrysobalanaceae;hirtella;hirtella obidensis;hirtella bicornis
"hirtella obidensis;chrysobalanaceae;hirtella;caraiperana";caraiperana;chrysobalanaceae;hirtella;hirtella obidensis;hirtella bicornis
"hirtella obidensis;chrysobalanaceae;hirtella;pajurazinho";pajurazinho;chrysobalanaceae;hirtella;hirtella obidensis;hirtella bicornis
"hirtella rodriguesii;chrysobalanaceae;hirtella;araca bravo";araca bravo;chrysobalanaceae;hirtella;hirtella rodriguesii;hirtella davisii
"hirtella rodriguesii;chrysobalanaceae;hirtella;caraipe";caraipe;chrysobalanaceae;hirtella;hirtella rodriguesii;hirtella davisii
"hirtella rodriguesii;chrysobalanaceae;hirtella;macucu peludo";macucu peludo;chrysobalanaceae;hirtella;hirtella rodriguesii;hirtella davisii
"humiriaceae spp;humiriaceae;humiriaceae;macucu murici";macucu murici;humiriaceae;humiriaceae;humiriaceae spp;
"humiriaceae spp;humiriaceae;humiriaceae;uxirana";uxirana;humiriaceae;humiriaceae;humiriaceae spp;
"humiriastrum cf excelsum;humiriaceae;humiriastrum;uxirana";uxirana;humiriaceae;humiriastrum;humiriastrum cf excelsum;humiriastrum excelsum
"indeterminado;icacinaceae;#valor!;orelha burro";orelha burro;icacinaceae;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;cutite bravo";cutite bravo;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;envireira";envireira;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;gogo guariba";gogo guariba;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;quaruba branca";quaruba branca;indeterminado;#valor!;indeterminado;
"inga cf leiocalycina;fabaceae;inga;inga branca";inga branca;fabaceae;inga;inga cf leiocalycina;inga leiocalycina
"inga gracilifolia;fabaceae;inga;inga copaiba";inga copaiba;fabaceae;inga;inga gracilifolia;inga graciliflora
"inga grandiflora;fabaceae;inga;inga peluda";inga peluda;fabaceae;inga;inga grandiflora;inga graciliflora
"inga grandiflora;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga grandiflora;inga graciliflora
"inga sp;fabaceae;inga;inga branca";inga branca;fabaceae;inga;inga sp;
"inga sp;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga sp;
"inga spp;fabaceae;inga;inga branca";inga branca;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga spp;
"inga umbratica;fabaceae;inga;inga peluda";inga peluda;fabaceae;inga;inga umbratica;inga aria
"iryanthera coriacea;myristicaceae;iryanthera;ucuuba vermelha";ucuuba vermelha;myristicaceae;iryanthera;iryanthera coriacea;andira coriacea
"iryanthera elliptica;myristicaceae;iryanthera;ucuuba puna";ucuuba puna;myristicaceae;iryanthera;iryanthera elliptica;litsea elliptica
"iryanthera spp;myristicaceae;iryanthera;ucuuba puna";ucuuba puna;myristicaceae;iryanthera;iryanthera spp;iryanthera laevis
"kutchubaea insignis;rubiaceae;kutchubaea;cafe bravo";cafe bravo;rubiaceae;kutchubaea;kutchubaea insignis;ruagea insignis
"kutchubaea insignis;rubiaceae;kutchubaea;caferana";caferana;rubiaceae;kutchubaea;kutchubaea insignis;ruagea insignis
"lacistema aggregatum/polystachyum;lacistemataceae;lacistema;inga vermelha";inga vermelha;lacistemataceae;lacistema;lacistema aggregatum/polystachyum;lacistema aggregatum
"lacistema aggregatum/polystachyum;lacistemataceae;lacistema;pimenta nambu";pimenta nambu;lacistemataceae;lacistema;lacistema aggregatum/polystachyum;lacistema aggregatum
"lacistema spp;lacistemataceae;lacistema;pimenta nambu";pimenta nambu;lacistemataceae;lacistema;lacistema spp;
"lacunaria jenmanii;quiinaceae;lacunaria;papo mutum";papo mutum;quiinaceae;lacunaria;lacunaria jenmanii;lacunaria crenata
"lauraceae spp;lauraceae;lauraceae;louro";louro;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro abacate";louro abacate;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro aritu";louro aritu;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro branco";louro branco;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro falso aritu";louro falso aritu;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro fofo";louro fofo;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro inhamui";louro inhamui;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro preto";louro preto;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro tucano";louro tucano;lauraceae;lauraceae;lauraceae spp;
"lecythidaceae spp;lecythidaceae;lecythidaceae;tauari";tauari;lecythidaceae;lecythidaceae;lecythidaceae spp;
"lecythis aff poiteaui;lecythidaceae;lecythis;castanha jarana fg";castanha jarana fg;lecythidaceae;lecythis;lecythis aff poiteaui;lecythis poiteaui
"lecythis aff poiteaui;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis aff poiteaui;lecythis poiteaui
"lecythis cf chartacea;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis cf chartacea;lecythis chartacea
"lecythis cf gracieana;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis cf gracieana;lecythis gracieana
"lecythis sp;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis sp;lecythis ampla
"lecythis spp;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis spp;lecythis ampla
"licania blackii;chrysobalanaceae;licania;caraipe";caraipe;chrysobalanaceae;licania;licania blackii;licania alba
"licania bracteata;chrysobalanaceae;licania;uxi cotia";uxi cotia;chrysobalanaceae;licania;licania bracteata;licania elata
"licania caudata;chrysobalanaceae;licania;macucu chiador";macucu chiador;chrysobalanaceae;licania;licania caudata;licania elata
"licania laevigata;chrysobalanaceae;licania;macucu fofo";macucu fofo;chrysobalanaceae;licania;licania laevigata;toulicia laevigata
"licania sclerophylla;chrysobalanaceae;licania;caraipe";caraipe;chrysobalanaceae;licania;licania sclerophylla;licania macrophylla
"licania spp;chrysobalanaceae;licania;caraipe";caraipe;chrysobalanaceae;licania;licania spp;
"licania spp;chrysobalanaceae;licania;macucu chiador";macucu chiador;chrysobalanaceae;licania;licania spp;
"licaria crassifolia;lauraceae;licaria;louro pirarucu";louro pirarucu;lauraceae;licaria;licaria crassifolia;litsea crassifolia
"licaria crassifolia;lauraceae;licaria;louro preto";louro preto;lauraceae;licaria;licaria crassifolia;litsea crassifolia
"licaria martiniana;lauraceae;licaria;breu";breu;lauraceae;licaria;licaria martiniana;licaria armeniaca
"licaria martiniana;lauraceae;licaria;louro amarelo";louro amarelo;lauraceae;licaria;licaria martiniana;licaria armeniaca
"licaria martiniana;lauraceae;licaria;louro fofo";louro fofo;lauraceae;licaria;licaria martiniana;licaria armeniaca
"licaria rodriguesii;lauraceae;licaria;louro campina";louro campina;lauraceae;licaria;licaria rodriguesii;licania rodriguesii
"licaria rodriguesii;lauraceae;licaria;louro preto";louro preto;lauraceae;licaria;licaria rodriguesii;licania rodriguesii
"licaria sp 1;lauraceae;licaria;louro ferro";louro ferro;lauraceae;licaria;licaria sp 1;
"mabea angularis;euphorbiaceae;mabea;taquari";taquari;euphorbiaceae;mabea;mabea angularis;
"mabea angularis;euphorbiaceae;mabea;taquari vermelho";taquari vermelho;euphorbiaceae;mabea;mabea angularis;
"mabea angularis;euphorbiaceae;mabea;tauari";tauari;euphorbiaceae;mabea;mabea angularis;
"mabea spp;euphorbiaceae;mabea;taquari";taquari;euphorbiaceae;mabea;mabea spp;
"manilkara spp;sapotaceae;manilkara;macaranduba";macaranduba;sapotaceae;manilkara;manilkara spp;manilkara zapota
"maytenus guyanensis;celastraceae;maytenus;chichua";chichua;celastraceae;maytenus;maytenus guyanensis;maytenus laevis
"miconia dicrophylla;melastomataceae;miconia;araca bravo";araca bravo;melastomataceae;miconia;miconia dicrophylla;miconia chrysophylla
"miconia dicrophylla;melastomataceae;miconia;buchuchu";buchuchu;melastomataceae;miconia;miconia dicrophylla;miconia chrysophylla
"miconia dicrophylla;melastomataceae;miconia;buchuchu canela velh";buchuchu canela velh;melastomataceae;miconia;miconia dicrophylla;miconia chrysophylla
"miconia dicrophylla;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia dicrophylla;miconia chrysophylla
"miconia hypoleuca;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia hypoleuca;licania hypoleuca
"miconia minutiflora;melastomataceae;miconia;macucu chiador";macucu chiador;melastomataceae;miconia;miconia minutiflora;licania minutiflora
"miconia minutiflora;melastomataceae;miconia;tinteiro";tinteiro;melastomataceae;miconia;miconia minutiflora;licania minutiflora
"miconia phanerostila;melastomataceae;miconia;buchuchu folha serrilhada";buchuchu folha serrilhada;melastomataceae;miconia;miconia phanerostila;miconia prasina
"miconia pyrifolia;melastomataceae;miconia;tinteiro";tinteiro;melastomataceae;miconia;miconia pyrifolia;myrcia pyrifolia
"miconia rubiginosa;melastomataceae;miconia;araca bravo";araca bravo;melastomataceae;miconia;miconia rubiginosa;inga rubiginosa
"miconia spp;melastomataceae;miconia;buchuchu";buchuchu;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu c. velho";buchuchu c. velho;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu canela velh";buchuchu canela velh;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu farinha seca";buchuchu farinha seca;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu folha serrilhada";buchuchu folha serrilhada;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu fs";buchuchu fs;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu orelha burr";buchuchu orelha burr;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu orelha burro";buchuchu orelha burro;melastomataceae;miconia;miconia spp;
