_id;common_name;family;genus;species;suggestion
"astronium cf ulei;anacardiaceae;astronium;muiracatiara";muiracatiara;anacardiaceae;astronium;astronium cf ulei;astronium ulei
"bellucia dichotoma;melastomataceae;bellucia;papa terra";papa terra;melastomataceae;bellucia;bellucia dichotoma;cordia dichotoma
"bellucia dichotoma;melastomataceae;bellucia;papa terra vermelho";papa terra vermelho;melastomataceae;bellucia;bellucia dichotoma;cordia dichotoma
"buchenavia spp;combretaceae;buchenavia;tanimbuca";tanimbuca;combretaceae;buchenavia;buchenavia spp;buchenavia grandis
"burseraceae spp;burseraceae;burseraceae;breu manga";breu manga;burseraceae;burseraceae;burseraceae spp;
"byrsonima cf chrysophylla;malpighiaceae;byrsonima;inga vermelha";inga vermelha;malpighiaceae;byrsonima;byrsonima cf chrysophylla;byrsonima crispa
"byrsonima cf stipulacea;malpighiaceae;byrsonima;murici";murici;malpighiaceae;byrsonima;byrsonima cf stipulacea;byrsonima stipulacea
"byrsonima cf stipulacea;malpighiaceae;byrsonima;murici mata";murici mata;malpighiaceae;byrsonima;byrsonima cf stipulacea;byrsonima stipulacea
"byrsonima duckeana;malpighiaceae;byrsonima;abiurana olho veado";abiurana olho veado;malpighiaceae;byrsonima;byrsonima duckeana;byrsonima densa
"byrsonima duckeana;malpighiaceae;byrsonima;murici";murici;malpighiaceae;byrsonima;byrsonima duckeana;byrsonima densa
"byrsonima duckeana;malpighiaceae;byrsonima;murici mata";murici mata;malpighiaceae;byrsonima;byrsonima duckeana;byrsonima densa
"byrsonima rodriguesii;malpighiaceae;byrsonima;sapateiro";sapateiro;malpighiaceae;byrsonima;byrsonima rodriguesii;byrsonima densa
"byrsonima rodriguesii;malpighiaceae;byrsonima;urucurana";urucurana;malpighiaceae;byrsonima;byrsonima rodriguesii;byrsonima densa
"calyptranthes cuspidata;myrtaceae;calyptranthes;araca bravo";araca bravo;myrtaceae;calyptranthes;calyptranthes cuspidata;aphananthe cuspidata
"calyptranthes cuspidata;myrtaceae;calyptranthes;murta mata";murta mata;myrtaceae;calyptranthes;calyptranthes cuspidata;aphananthe cuspidata
"calyptranthes macrophylla;myrtaceae;calyptranthes;araca bravo";araca bravo;myrtaceae;calyptranthes;calyptranthes macrophylla;alstonia macrophylla
"calyptranthes sp;myrtaceae;calyptranthes;araca bravo";araca bravo;myrtaceae;calyptranthes;calyptranthes sp;calyptranthes speciosa
"calyptranthes sp;myrtaceae;calyptranthes;ubaia";ubaia;myrtaceae;calyptranthes;calyptranthes sp;calyptranthes speciosa
"casearia spp;salicaceae;casearia;piabinha";piabinha;salicaceae;casearia;casearia spp;
"casearia ulmifolia;salicaceae;casearia;castanha cotia";castanha cotia;salicaceae;casearia;casearia ulmifolia;casearia grewiifolia
"cassia rubriflora;fabaceae;cassia;inga marimari";inga marimari;fabaceae;cassia;cassia rubriflora;clarisia biflora
"cecropia spp;urticaceae;cecropia;embauba branca";embauba branca;urticaceae;cecropia;cecropia spp;cecropia obtusa
"chrysobalanaceae spp;chrysobalanaceae;chrysobalanaceae;caraiperana";caraiperana;chrysobalanaceae;chrysobalanaceae;chrysobalanaceae spp;
"chrysobalanaceae spp;chrysobalanaceae;chrysobalanaceae;macucu fofo";macucu fofo;chrysobalanaceae;chrysobalanaceae;chrysobalanaceae spp;
"chrysobalanaceae spp;chrysobalanaceae;chrysobalanaceae;pajura mata";pajura mata;chrysobalanaceae;chrysobalanaceae;chrysobalanaceae spp;
"chrysobalanaceae spp;chrysobalanaceae;chrysobalanaceae;pajurazinho";pajurazinho;chrysobalanaceae;chrysobalanaceae;chrysobalanaceae spp;
"chrysophyllum aff pomiferum;sapotaceae;chrysophyllum;abiurana bacuri";abiurana bacuri;sapotaceae;chrysophyllum;chrysophyllum aff pomiferum;chrysophyllum pomiferum
"chrysophyllum aff pomiferum;sapotaceae;chrysophyllum;abiurana fedorenta";abiurana fedorenta;sapotaceae;chrysophyllum;chrysophyllum aff pomiferum;chrysophyllum pomiferum
"chrysophyllum sp 2;sapotaceae;chrysophyllum;jarai";jarai;sapotaceae;chrysophyllum;chrysophyllum sp 2;chrysophyllum indet
"chrysophyllum spp;sapotaceae;chrysophyllum;ucuquirana verdadeira";ucuquirana verdadeira;sapotaceae;chrysophyllum;chrysophyllum spp;chrysophyllum indet
"chrysophyllum ucuquirana branca;sapotaceae;chrysophyllum;ucuquirana brava";ucuquirana brava;sapotaceae;chrysophyllum;chrysophyllum ucuquirana branca;chrysophyllum ucuquirana-branca
"clusiaceae spp;clusiaceae;clusiaceae;bacuri jacare";bacuri jacare;clusiaceae;clusiaceae;clusiaceae spp;
"connarus perrottetii;connaraceae;connarus;rabo arara";rabo arara;connaraceae;connarus;connarus perrottetii;
"cordia cf trachyphylla;boraginaceae;cordia;cafe bravo";cafe bravo;boraginaceae;cordia;cordia cf trachyphylla;cordia fallax
"cordia cf trachyphylla;boraginaceae;cordia;freijo branco";freijo branco;boraginaceae;cordia;cordia cf trachyphylla;cordia fallax
"cordia sp 1;boraginaceae;cordia;freijo branco";freijo branco;boraginaceae;cordia;cordia sp 1;
"cordia spp;boraginaceae;cordia;freijo";freijo;boraginaceae;cordia;cordia spp;
"cordia spp;boraginaceae;cordia;freijo branco";freijo branco;boraginaceae;cordia;cordia spp;
"dacryodes cuspidata;burseraceae;dacryodes;breu manga";breu manga;burseraceae;dacryodes;dacryodes cuspidata;dacryodes costata
"dacryodes cuspidata;burseraceae;dacryodes;breu vermelho";breu vermelho;burseraceae;dacryodes;dacryodes cuspidata;dacryodes costata
"dacryodes cuspidata;burseraceae;dacryodes;inga vermelha";inga vermelha;burseraceae;dacryodes;dacryodes cuspidata;dacryodes costata
"dacryodes cuspidata;burseraceae;dacryodes;seringarana";seringarana;burseraceae;dacryodes;dacryodes cuspidata;dacryodes costata
"dicypellium manausense;lauraceae;dicypellium;louro preto";louro preto;lauraceae;dicypellium;dicypellium manausense;dialium guianense
"dodecastigma amazonicum;euphorbiaceae;dodecastigma;seringarana";seringarana;euphorbiaceae;dodecastigma;dodecastigma amazonicum;protium amazonicum
"duguetia pycnastera;annonaceae;duguetia;envira amarela";envira amarela;annonaceae;duguetia;duguetia pycnastera;duguetia chrysea
"duroia kotchubaeoides;rubiaceae;duroia;abiurana casca fina";abiurana casca fina;rubiaceae;duroia;duroia kotchubaeoides;
"duroia macrophylla;rubiaceae;duroia;purui";purui;rubiaceae;duroia;duroia macrophylla;euodia macrophylla
"elaeoluma nuda;sapotaceae;elaeoluma;abiurana bacuri";abiurana bacuri;sapotaceae;elaeoluma;elaeoluma nuda;
"elaeoluma nuda;sapotaceae;elaeoluma;abiurana roxa";abiurana roxa;sapotaceae;elaeoluma;elaeoluma nuda;
"elaeoluma nuda;sapotaceae;elaeoluma;maparajuba";maparajuba;sapotaceae;elaeoluma;elaeoluma nuda;
"elizabetha spp;fabaceae;elizabetha;faveira bolacha";faveira bolacha;fabaceae;elizabetha;elizabetha spp;
"endlicheria chalisea;lauraceae;endlicheria;louro abacate";louro abacate;lauraceae;endlicheria;endlicheria chalisea;endlicheria indet
"endlicheria directonervia;lauraceae;endlicheria;louro preto";louro preto;lauraceae;endlicheria;endlicheria directonervia;endlicheria indet
"enterolobium barnebianum;fabaceae;enterolobium;visgueiro";visgueiro;fabaceae;enterolobium;enterolobium barnebianum;enterolobium maximum
"enterolobium sp;fabaceae;enterolobium;faveira folha fina";faveira folha fina;fabaceae;enterolobium;enterolobium sp;
"erisma bicolor;vochysiaceae;erisma;maueira";maueira;vochysiaceae;erisma;erisma bicolor;pera bicolor
"eschweilera bracteosa;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera bracteosa;eschweilera fracta
"eschweilera bracteosa;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera bracteosa;eschweilera fracta
"eschweilera cyathiformis;lecythidaceae;eschweilera;ripeiro preto";ripeiro preto;lecythidaceae;eschweilera;eschweilera cyathiformis;eschweilera albiflora
"eschweilera cyathiformis;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera cyathiformis;eschweilera albiflora
"eschweilera cyathiformis;lecythidaceae;eschweilera;tinteiro";tinteiro;lecythidaceae;eschweilera;eschweilera cyathiformis;eschweilera albiflora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;ripeiro preto";ripeiro preto;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;araba roxo";araba roxo;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro";ripeiro;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro amarelo";ripeiro amarelo;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro preto";ripeiro preto;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera sp;lecythidaceae;eschweilera;tauari";tauari;lecythidaceae;eschweilera;eschweilera sp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;inga branco";inga branco;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;mata mata amarelo";mata mata amarelo;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro preto";ripeiro preto;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera truncata;lecythidaceae;eschweilera;gito vermelho";gito vermelho;lecythidaceae;eschweilera;eschweilera truncata;eschweilera carinata
"eschweilera truncata;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera truncata;eschweilera carinata
"eschweilera truncata;lecythidaceae;eschweilera;matamata preto";matamata preto;lecythidaceae;eschweilera;eschweilera truncata;eschweilera carinata
"eugenia cf chartacea;myrtaceae;eugenia;abiurana casca fina";abiurana casca fina;myrtaceae;eugenia;eugenia cf chartacea;inga chartacea
"eugenia cf chartacea;myrtaceae;eugenia;abiurana vermelha";abiurana vermelha;myrtaceae;eugenia;eugenia cf chartacea;inga chartacea
"eugenia cf illepida;myrtaceae;eugenia;gitorana";gitorana;myrtaceae;eugenia;eugenia cf illepida;eugenia illepida
"eugenia lambertiana;myrtaceae;eugenia;araca bravo";araca bravo;myrtaceae;eugenia;eugenia lambertiana;eugenia cerina
"eugenia stictopetala;myrtaceae;eugenia;louro abacate";louro abacate;myrtaceae;eugenia;eugenia stictopetala;euodia trichopetala
"euphorbiaceae spp;euphorbiaceae;euphorbiaceae;seringarana";seringarana;euphorbiaceae;euphorbiaceae;euphorbiaceae spp;
"fabaceae sp 3;fabaceae;fabaceae;araba roxo";araba roxo;fabaceae;fabaceae;fabaceae sp 3;
"fabaceae sp 3;fabaceae;fabaceae;piaozinho";piaozinho;fabaceae;fabaceae;fabaceae sp 3;
"fabaceae spp;fabaceae;fabaceae;faveira rape";faveira rape;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;faveira vermelha";faveira vermelha;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;inga mari mari";inga mari mari;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;ingarana";ingarana;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;jiboinha";jiboinha;fabaceae;fabaceae;fabaceae spp;
"ficus duckeana;moraceae;ficus;mata pau";mata pau;moraceae;ficus;ficus duckeana;ficus drupacea
"geissospermum argenteum;apocynaceae;geissospermum;acariquara branca";acariquara branca;apocynaceae;geissospermum;geissospermum argenteum;geissospermum laeve
"guapira tomentosa;nyctaginaceae;guapira;joao mole";joao mole;nyctaginaceae;guapira;guapira tomentosa;aglaia tomentosa
"guarea carinata/trunciflora;meliaceae;guarea;breu vermelho";breu vermelho;meliaceae;guarea;guarea carinata/trunciflora;garcinia uniflora
"guarea carinata/trunciflora;meliaceae;guarea;gito vermelho";gito vermelho;meliaceae;guarea;guarea carinata/trunciflora;garcinia uniflora
"guarea spp;meliaceae;guarea;gito vermelho";gito vermelho;meliaceae;guarea;guarea spp;
"guatteria cf inundata;annonaceae;guatteria;envira preta";envira preta;annonaceae;guatteria;guatteria cf inundata;guatteria caribaea
"guatteria citriodora;annonaceae;guatteria;envira fofa";envira fofa;annonaceae;guatteria;guatteria citriodora;guatteria cestrifolia
"guatteria discolor;annonaceae;guatteria;envira fofa";envira fofa;annonaceae;guatteria;guatteria discolor;parkia discolor
"guatteria spp;annonaceae;guatteria;envira fofa";envira fofa;annonaceae;guatteria;guatteria spp;guatteria micans
"handroanthus capitatus;bignoniaceae;handroanthus;pau darco";pau darco;bignoniaceae;handroanthus;handroanthus capitatus;tarchonanthus camphoratus
"handroanthus cf serratifolius;bignoniaceae;handroanthus;taruma";taruma;bignoniaceae;handroanthus;handroanthus cf serratifolius;duranta serratifolia
"handroanthus incanus;bignoniaceae;handroanthus;pau darco roxo";pau darco roxo;bignoniaceae;handroanthus;handroanthus incanus;
"heisteria duckei;olacaceae;heisteria;araca bravo";araca bravo;olacaceae;heisteria;heisteria duckei;heisteria indet
"heisteria duckei;olacaceae;heisteria;falso chichua";falso chichua;olacaceae;heisteria;heisteria duckei;heisteria indet
"heisteria laxiflora;olacaceae;heisteria;uxirana";uxirana;olacaceae;heisteria;heisteria laxiflora;heisteria cauliflora
"hirtella obidensis;chrysobalanaceae;hirtella;caraiperana";caraiperana;chrysobalanaceae;hirtella;hirtella obidensis;hirtella bicornis
"hirtella obidensis;chrysobalanaceae;hirtella;pajurazinho";pajurazinho;chrysobalanaceae;hirtella;hirtella obidensis;hirtella bicornis
"humiriaceae spp;humiriaceae;humiriaceae;macucu murici";macucu murici;humiriaceae;humiriaceae;humiriaceae spp;
"humiriaceae spp;humiriaceae;humiriaceae;uxi preto";uxi preto;humiriaceae;humiriaceae;humiriaceae spp;
"humiriaceae spp;humiriaceae;humiriaceae;uxirana";uxirana;humiriaceae;humiriaceae;humiriaceae spp;
"indeterminado;indeterminado;#valor!;gitorana";gitorana;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;gogo guariba";gogo guariba;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;orelha burro";orelha burro;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;uxi cotia";uxi cotia;indeterminado;#valor!;indeterminado;
"inga cf cordatoalata;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga cf cordatoalata;inga capitata
"inga cf leiocalycina;fabaceae;inga;inga arara";inga arara;fabaceae;inga;inga cf leiocalycina;inga leiocalycina
"inga cf leiocalycina;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga cf leiocalycina;inga leiocalycina
"inga cf leiocalycina;fabaceae;inga;ingarana";ingarana;fabaceae;inga;inga cf leiocalycina;inga leiocalycina
"inga gracilifolia;fabaceae;inga;inga copaiba";inga copaiba;fabaceae;inga;inga gracilifolia;inga graciliflora
"inga spp;fabaceae;inga;inga branca";inga branca;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga branco";inga branco;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga peluda";inga peluda;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga spp;
"inga suberosa;fabaceae;inga;inga peluda";inga peluda;fabaceae;inga;inga suberosa;inga huberi
"inga umbratica;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga umbratica;inga aria
"iryanthera coriacea;myristicaceae;iryanthera;ucuuba puna";ucuuba puna;myristicaceae;iryanthera;iryanthera coriacea;andira coriacea
"iryanthera coriacea;myristicaceae;iryanthera;ucuuba vermelha";ucuuba vermelha;myristicaceae;iryanthera;iryanthera coriacea;andira coriacea
"iryanthera spp;myristicaceae;iryanthera;ucuuba";ucuuba;myristicaceae;iryanthera;iryanthera spp;iryanthera laevis
"iryanthera spp;myristicaceae;iryanthera;ucuuba puna";ucuuba puna;myristicaceae;iryanthera;iryanthera spp;iryanthera laevis
"kutchubaea insignis;rubiaceae;kutchubaea;buchuchu cv";buchuchu cv;rubiaceae;kutchubaea;kutchubaea insignis;ruagea insignis
"kutchubaea insignis;rubiaceae;kutchubaea;cafe bravo";cafe bravo;rubiaceae;kutchubaea;kutchubaea insignis;ruagea insignis
"kutchubaea insignis;rubiaceae;kutchubaea;taboquinha";taboquinha;rubiaceae;kutchubaea;kutchubaea insignis;ruagea insignis
"lacistema aggregatum/polystachyum;lacistemataceae;lacistema;branquinha";branquinha;lacistemataceae;lacistema;lacistema aggregatum/polystachyum;lacistema aggregatum
"lacistema spp;lacistemataceae;lacistema;pimenta nambu";pimenta nambu;lacistemataceae;lacistema;lacistema spp;
"laetia cupulata;salicaceae;laetia;muiraximbe";muiraximbe;salicaceae;laetia;laetia cupulata;aglaia cucullata
"lauraceae spp;lauraceae;lauraceae;louro abacate";louro abacate;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro aritu";louro aritu;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro branco";louro branco;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro falso aritu";louro falso aritu;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro fofo";louro fofo;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro inhamui";louro inhamui;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro preto";louro preto;lauraceae;lauraceae;lauraceae spp;
"lecythidaceae spp;lecythidaceae;lecythidaceae;tauari";tauari;lecythidaceae;lecythidaceae;lecythidaceae spp;
"lecythis aff poiteaui;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis aff poiteaui;lecythis poiteaui
"lecythis cf chartacea;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis cf chartacea;lecythis chartacea
"lecythis cf gracieana;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis cf gracieana;lecythis gracieana
"lecythis cf parvifructa;lecythidaceae;lecythis;castanha sapucaia";castanha sapucaia;lecythidaceae;lecythis;lecythis cf parvifructa;lecythis parvifructa
"lecythis spp;lecythidaceae;lecythis;castanha jarana";castanha jarana;lecythidaceae;lecythis;lecythis spp;lecythis ampla
"lecythis spp;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis spp;lecythis ampla
"lecythis spp;lecythidaceae;lecythis;castanha sapucaia";castanha sapucaia;lecythidaceae;lecythis;lecythis spp;lecythis ampla
"licania blackii;chrysobalanaceae;licania;envira preta";envira preta;chrysobalanaceae;licania;licania blackii;licania alba
"licania blackii;chrysobalanaceae;licania;uxi cotia";uxi cotia;chrysobalanaceae;licania;licania blackii;licania alba
"licania bracteata;chrysobalanaceae;licania;uxi cotia";uxi cotia;chrysobalanaceae;licania;licania bracteata;licania elata
"licania laevigata;chrysobalanaceae;licania;macucu chiador";macucu chiador;chrysobalanaceae;licania;licania laevigata;toulicia laevigata
"licania spp;chrysobalanaceae;licania;caraipe";caraipe;chrysobalanaceae;licania;licania spp;
"licania spp;chrysobalanaceae;licania;macucu chiador";macucu chiador;chrysobalanaceae;licania;licania spp;
"licania sprucei;chrysobalanaceae;licania;caraipe";caraipe;chrysobalanaceae;licania;licania sprucei;licania fuchsii
"licaria crassifolia;lauraceae;licaria;louro pirarucu";louro pirarucu;lauraceae;licaria;licaria crassifolia;litsea crassifolia
"licaria martiniana;lauraceae;licaria;louro";louro;lauraceae;licaria;licaria martiniana;licaria armeniaca
"licaria martiniana;lauraceae;licaria;louro aritu";louro aritu;lauraceae;licaria;licaria martiniana;licaria armeniaca
"licaria martiniana;lauraceae;licaria;louro branco";louro branco;lauraceae;licaria;licaria martiniana;licaria armeniaca
"licaria sp 2;lauraceae;licaria;louro falso aritu";louro falso aritu;lauraceae;licaria;licaria sp 2;
"licaria sp 2;lauraceae;licaria;louro preto";louro preto;lauraceae;licaria;licaria sp 2;
"licaria spp;lauraceae;licaria;louro ferro";louro ferro;lauraceae;licaria;licaria spp;
"mabea angularis;euphorbiaceae;mabea;pepino mata";pepino mata;euphorbiaceae;mabea;mabea angularis;
"mabea angularis;euphorbiaceae;mabea;taboquinha";taboquinha;euphorbiaceae;mabea;mabea angularis;
"mabea angularis;euphorbiaceae;mabea;taquari";taquari;euphorbiaceae;mabea;mabea angularis;
"mabea angularis;euphorbiaceae;mabea;taquari vermelho";taquari vermelho;euphorbiaceae;mabea;mabea angularis;
"mabea spp;euphorbiaceae;mabea;taquari";taquari;euphorbiaceae;mabea;mabea spp;
"manilkara spp;sapotaceae;manilkara;macaranduba";macaranduba;sapotaceae;manilkara;manilkara spp;manilkara zapota
"maytenus guyanensis;celastraceae;maytenus;chichua";chichua;celastraceae;maytenus;maytenus guyanensis;maytenus laevis
"meliaceae spp;meliaceae;meliaceae;gito";gito;meliaceae;meliaceae;meliaceae spp;
"mezilaurus cf synandra;lauraceae;mezilaurus;itauba";itauba;lauraceae;mezilaurus;mezilaurus cf synandra;mezilaurus synandra
"mezilaurus cf synandra;lauraceae;mezilaurus;itauba fm";itauba fm;lauraceae;mezilaurus;mezilaurus cf synandra;mezilaurus synandra
"miconia dicrophylla;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia dicrophylla;miconia chrysophylla
"miconia dicrophylla;melastomataceae;miconia;buchuchu folha serrilhada";buchuchu folha serrilhada;melastomataceae;miconia;miconia dicrophylla;miconia chrysophylla
"miconia dicrophylla;melastomataceae;miconia;buchuchu orelha burro";buchuchu orelha burro;melastomataceae;miconia;miconia dicrophylla;miconia chrysophylla
"miconia dicrophylla;melastomataceae;miconia;tinteiro";tinteiro;melastomataceae;miconia;miconia dicrophylla;miconia chrysophylla
"miconia gratissima;melastomataceae;miconia;jaruma";jaruma;melastomataceae;miconia;miconia gratissima;miconia prasina
"miconia hypoleuca;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia hypoleuca;licania hypoleuca
"miconia hypoleuca;melastomataceae;miconia;buchuchu folha serrilhada";buchuchu folha serrilhada;melastomataceae;miconia;miconia hypoleuca;licania hypoleuca
"miconia hypoleuca;melastomataceae;miconia;buxuxu folha serr";buxuxu folha serr;melastomataceae;miconia;miconia hypoleuca;licania hypoleuca
"miconia hypoleuca;melastomataceae;miconia;cardeiro";cardeiro;melastomataceae;miconia;miconia hypoleuca;licania hypoleuca
"miconia longispicata;melastomataceae;miconia;buchuchu orelha burro";buchuchu orelha burro;melastomataceae;miconia;miconia longispicata;miconia longifolia
"miconia minutiflora;melastomataceae;miconia;buchuchu folha serrilhada";buchuchu folha serrilhada;melastomataceae;miconia;miconia minutiflora;licania minutiflora
