_id;common_name;family;genus;species;suggestion
"astronium cf ulei;anacardiaceae;astronium;ucuuba preta";ucuuba preta;anacardiaceae;astronium;astronium cf ulei;astronium ulei
"astronium spp;anacardiaceae;astronium;muiracatiara";muiracatiara;anacardiaceae;astronium;astronium spp;astronium ulei
"buchenavia aff grandis;combretaceae;buchenavia;tanimbuca";tanimbuca;combretaceae;buchenavia;buchenavia aff grandis;buchenavia grandis
"buchenavia spp;combretaceae;buchenavia;tanimbuca";tanimbuca;combretaceae;buchenavia;buchenavia spp;buchenavia grandis
"burseraceae spp;burseraceae;burseraceae;breu manga";breu manga;burseraceae;burseraceae;burseraceae spp;
"byrsonima duckeana;malpighiaceae;byrsonima;breu pitomba";breu pitomba;malpighiaceae;byrsonima;byrsonima duckeana;byrsonima densa
"byrsonima duckeana;malpighiaceae;byrsonima;dima";dima;malpighiaceae;byrsonima;byrsonima duckeana;byrsonima densa
"byrsonima duckeana;malpighiaceae;byrsonima;embaubarana";embaubarana;malpighiaceae;byrsonima;byrsonima duckeana;byrsonima densa
"byrsonima duckeana;malpighiaceae;byrsonima;goiaba anta";goiaba anta;malpighiaceae;byrsonima;byrsonima duckeana;byrsonima densa
"byrsonima duckeana;malpighiaceae;byrsonima;goiaba anta vermelha";goiaba anta vermelha;malpighiaceae;byrsonima;byrsonima duckeana;byrsonima densa
"byrsonima duckeana;malpighiaceae;byrsonima;murici";murici;malpighiaceae;byrsonima;byrsonima duckeana;byrsonima densa
"byrsonima duckeana;malpighiaceae;byrsonima;murici branco";murici branco;malpighiaceae;byrsonima;byrsonima duckeana;byrsonima densa
"byrsonima duckeana;malpighiaceae;byrsonima;murici mata";murici mata;malpighiaceae;byrsonima;byrsonima duckeana;byrsonima densa
"byrsonima duckeana;malpighiaceae;byrsonima;murici vermelho";murici vermelho;malpighiaceae;byrsonima;byrsonima duckeana;byrsonima densa
"byrsonima rodriguesii;malpighiaceae;byrsonima;sapateiro";sapateiro;malpighiaceae;byrsonima;byrsonima rodriguesii;byrsonima densa
"byrsonima sp 1;malpighiaceae;byrsonima;murici bravo";murici bravo;malpighiaceae;byrsonima;byrsonima sp 1;byrsonima crispa
"byrsonima sp 2;malpighiaceae;byrsonima;tapura";tapura;malpighiaceae;byrsonima;byrsonima sp 2;byrsonima crispa
"byrsonima spp;malpighiaceae;byrsonima;murici bravo";murici bravo;malpighiaceae;byrsonima;byrsonima spp;byrsonima crispa
"calyptranthes cuspidata;myrtaceae;calyptranthes;castanha galinha";castanha galinha;myrtaceae;calyptranthes;calyptranthes cuspidata;aphananthe cuspidata
"calyptranthes sp;myrtaceae;calyptranthes;araca bravo";araca bravo;myrtaceae;calyptranthes;calyptranthes sp;calyptranthes speciosa
"catostemma milanezii;malvaceae;catostemma;castanha paca";castanha paca;malvaceae;catostemma;catostemma milanezii;catostemma indet
"cecropia spp;urticaceae;cecropia;embauba branca";embauba branca;urticaceae;cecropia;cecropia spp;cecropia obtusa
"chrysobalanaceae spp;chrysobalanaceae;chrysobalanaceae;caraiperana";caraiperana;chrysobalanaceae;chrysobalanaceae;chrysobalanaceae spp;
"chrysobalanaceae spp;chrysobalanaceae;chrysobalanaceae;macucu fofo";macucu fofo;chrysobalanaceae;chrysobalanaceae;chrysobalanaceae spp;
"chrysobalanaceae spp;chrysobalanaceae;chrysobalanaceae;pajurazinho";pajurazinho;chrysobalanaceae;chrysobalanaceae;chrysobalanaceae spp;
"chrysophyllum sp 1;sapotaceae;chrysophyllum;ucuquirana brava";ucuquirana brava;sapotaceae;chrysophyllum;chrysophyllum sp 1;chrysophyllum indet
"chrysophyllum spp;sapotaceae;chrysophyllum;ucuquirana brava";ucuquirana brava;sapotaceae;chrysophyllum;chrysophyllum spp;chrysophyllum indet
"clarisia ilicifolia;moraceae;clarisia;amapa amargoso";amapa amargoso;moraceae;clarisia;clarisia ilicifolia;olearia ilicifolia
"connarus perrottetii;connaraceae;connarus;rabo arara";rabo arara;connaraceae;connarus;connarus perrottetii;
"cordia cf trachyphylla;boraginaceae;cordia;envira fofa";envira fofa;boraginaceae;cordia;cordia cf trachyphylla;cordia fallax
"cordia cf trachyphylla;boraginaceae;cordia;freijo branco";freijo branco;boraginaceae;cordia;cordia cf trachyphylla;cordia fallax
"cordia sellowiana;boraginaceae;cordia;freijo";freijo;boraginaceae;cordia;cordia sellowiana;cordia seleriana
"cordia spp;boraginaceae;cordia;freijo branco";freijo branco;boraginaceae;cordia;cordia spp;
"couepia canomensis;chrysobalanaceae;couepia;uxi cotia";uxi cotia;chrysobalanaceae;couepia;couepia canomensis;couepia guianensis
"couepia cf spicata;chrysobalanaceae;couepia;macucu chiador";macucu chiador;chrysobalanaceae;couepia;couepia cf spicata;couepia elata
"dacryodes cuspidata;burseraceae;dacryodes;breu pitomba";breu pitomba;burseraceae;dacryodes;dacryodes cuspidata;dacryodes costata
"dacryodes cuspidata;burseraceae;dacryodes;breu vermelho";breu vermelho;burseraceae;dacryodes;dacryodes cuspidata;dacryodes costata
"dipteryx magnifica;fabaceae;dipteryx;cumarurana";cumarurana;fabaceae;dipteryx;dipteryx magnifica;abies magnifica
"dipteryx spp;fabaceae;dipteryx;cumaru";cumaru;fabaceae;dipteryx;dipteryx spp;
"duguetia pycnastera;annonaceae;duguetia;envira amarela";envira amarela;annonaceae;duguetia;duguetia pycnastera;duguetia chrysea
"duguetia spp;annonaceae;duguetia;envira amarela";envira amarela;annonaceae;duguetia;duguetia spp;duguetia spixiana
"duroia macrophylla;rubiaceae;duroia;purui";purui;rubiaceae;duroia;duroia macrophylla;euodia macrophylla
"duroia sp;rubiaceae;duroia;muiraximbe";muiraximbe;rubiaceae;duroia;duroia sp;
"elizabetha coccinea;fabaceae;elizabetha;copaibarana";copaibarana;fabaceae;elizabetha;elizabetha coccinea;isertia coccinea
"elizabetha coccinea;fabaceae;elizabetha;faveira amarela";faveira amarela;fabaceae;elizabetha;elizabetha coccinea;isertia coccinea
"elizabetha coccinea;fabaceae;elizabetha;faveira bolacha";faveira bolacha;fabaceae;elizabetha;elizabetha coccinea;isertia coccinea
"elizabetha coccinea;fabaceae;elizabetha;faveira vermelha";faveira vermelha;fabaceae;elizabetha;elizabetha coccinea;isertia coccinea
"elizabetha coccinea;fabaceae;elizabetha;inga mari mari";inga mari mari;fabaceae;elizabetha;elizabetha coccinea;isertia coccinea
"elizabetha durissima;fabaceae;elizabetha;faveira folha fina";faveira folha fina;fabaceae;elizabetha;elizabetha durissima;letestua durissima
"elizabetha durissima;fabaceae;elizabetha;faveira vermelha";faveira vermelha;fabaceae;elizabetha;elizabetha durissima;letestua durissima
"elizabetha sp;fabaceae;elizabetha;faveira";faveira;fabaceae;elizabetha;elizabetha sp;
"elizabetha speciosa;fabaceae;elizabetha;fava vermelha";fava vermelha;fabaceae;elizabetha;elizabetha speciosa;ceiba speciosa
"emmotum acuminatum;icacinaceae;emmotum;marirana vermelha";marirana vermelha;icacinaceae;emmotum;emmotum acuminatum;santalum acuminatum
"endlicheria chalisea;lauraceae;endlicheria;louro peludo";louro peludo;lauraceae;endlicheria;endlicheria chalisea;endlicheria indet
"eperua spp;fabaceae;eperua;muirapiranga";muirapiranga;fabaceae;eperua;eperua spp;
"erisma bicolor;vochysiaceae;erisma;guariuba";guariuba;vochysiaceae;erisma;erisma bicolor;pera bicolor
"erisma bicolor;vochysiaceae;erisma;maueira";maueira;vochysiaceae;erisma;erisma bicolor;pera bicolor
"erisma floribundum;vochysiaceae;erisma;seringarana";seringarana;vochysiaceae;erisma;erisma floribundum;alseis floribunda
"eschweilera bracteosa;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera bracteosa;eschweilera fracta
"eschweilera bracteosa;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera bracteosa;eschweilera fracta
"eschweilera bracteosa;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera bracteosa;eschweilera fracta
"eschweilera cyathiformis;lecythidaceae;eschweilera;ripeiro preto";ripeiro preto;lecythidaceae;eschweilera;eschweilera cyathiformis;eschweilera albiflora
"eschweilera cyathiformis;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera cyathiformis;eschweilera albiflora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;castanha vermelha";castanha vermelha;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;ripeiro";ripeiro;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;ripeiro preto";ripeiro preto;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera pseudodecolorans;lecythidaceae;eschweilera;uxi cotia";uxi cotia;lecythidaceae;eschweilera;eschweilera pseudodecolorans;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro preto";ripeiro preto;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera romeu cardosoi;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera romeu cardosoi;eschweilera odora
"eschweilera spp;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;matamata preto";matamata preto;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro";ripeiro;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro branco";ripeiro branco;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro preto";ripeiro preto;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;ripeiro vermelho";ripeiro vermelho;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera spp;lecythidaceae;eschweilera;tauari branco";tauari branco;lecythidaceae;eschweilera;eschweilera spp;eschweilera alata
"eschweilera truncata;lecythidaceae;eschweilera;matamata amarelo";matamata amarelo;lecythidaceae;eschweilera;eschweilera truncata;eschweilera carinata
"eschweilera truncata;lecythidaceae;eschweilera;tauari";tauari;lecythidaceae;eschweilera;eschweilera truncata;eschweilera carinata
"eugenia cf illepida;myrtaceae;eugenia;araca bravo";araca bravo;myrtaceae;eugenia;eugenia cf illepida;eugenia illepida
"eugenia cupulata;myrtaceae;eugenia;araca bravo";araca bravo;myrtaceae;eugenia;eugenia cupulata;eugenia polita
"eugenia cuspidifolia;myrtaceae;eugenia;araca bravo";araca bravo;myrtaceae;eugenia;eugenia cuspidifolia;eugenia citrifolia
"euphorbiaceae spp;euphorbiaceae;euphorbiaceae;seringarana";seringarana;euphorbiaceae;euphorbiaceae;euphorbiaceae spp;
"fabaceae spp;fabaceae;fabaceae;faveira amarela";faveira amarela;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;faveira arapari";faveira arapari;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;faveira rape";faveira rape;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;ingarana";ingarana;fabaceae;fabaceae;fabaceae spp;
"fabaceae spp;fabaceae;fabaceae;jiboinha";jiboinha;fabaceae;fabaceae;fabaceae spp;
"fabaecae spp;fabaceae;fabaecae;sucupira amarela";sucupira amarela;fabaceae;fabaecae;fabaecae spp;
"garcinia ovalifolia;clusiaceae;garcinia;bacuri";bacuri;clusiaceae;garcinia;garcinia ovalifolia;garcinia longifolia
"geissospermum argenteum;apocynaceae;geissospermum;acariquara branca";acariquara branca;apocynaceae;geissospermum;geissospermum argenteum;geissospermum laeve
"geissospermum argenteum;apocynaceae;geissospermum;aquaricara branca";aquaricara branca;apocynaceae;geissospermum;geissospermum argenteum;geissospermum laeve
"guarea carinata/trunciflora;meliaceae;guarea;buchuchu f serrilhada";buchuchu f serrilhada;meliaceae;guarea;guarea carinata/trunciflora;garcinia uniflora
"guarea carinata/trunciflora;meliaceae;guarea;gito vermelho";gito vermelho;meliaceae;guarea;guarea carinata/trunciflora;garcinia uniflora
"guarea convergens;meliaceae;guarea;gito vermelho";gito vermelho;meliaceae;guarea;guarea convergens;
"guatteria citriodora;annonaceae;guatteria;envira fofa";envira fofa;annonaceae;guatteria;guatteria citriodora;guatteria cestrifolia
"guatteria discolor;annonaceae;guatteria;envira taia";envira taia;annonaceae;guatteria;guatteria discolor;parkia discolor
"guatteria spp;annonaceae;guatteria;envira fofa";envira fofa;annonaceae;guatteria;guatteria spp;guatteria micans
"helicostylis spp;moraceae;helicostylis;muiratinga";muiratinga;moraceae;helicostylis;helicostylis spp;helicostylis scabra
"helicostylis turbinata;moraceae;helicostylis;muiratinga";muiratinga;moraceae;helicostylis;helicostylis turbinata;helicostylis pedunculata
"hirtella rodriguesii;chrysobalanaceae;hirtella;pajurazinho";pajurazinho;chrysobalanaceae;hirtella;hirtella rodriguesii;hirtella davisii
"humiriaceae spp;humiriaceae;humiriaceae;macucu murici";macucu murici;humiriaceae;humiriaceae;humiriaceae spp;
"humiriaceae spp;humiriaceae;humiriaceae;uxirana";uxirana;humiriaceae;humiriaceae;humiriaceae spp;
"humiriastrum cf excelsum;humiriaceae;humiriastrum;breu vermelho";breu vermelho;humiriaceae;humiriastrum;humiriastrum cf excelsum;humiriastrum excelsum
"indeterminado;indeterminado;#valor!;buchuchu orelha burr";buchuchu orelha burr;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;cardeiro";cardeiro;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;castanha porco";castanha porco;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;gitorana";gitorana;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;gogo guariba";gogo guariba;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;itaubarana";itaubarana;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;muirapuama";muirapuama;indeterminado;#valor!;indeterminado;
"indeterminado;indeterminado;#valor!;pitomba mata";pitomba mata;indeterminado;#valor!;indeterminado;
"inga cf cordatoalata;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga cf cordatoalata;inga capitata
"inga cf leiocalycina;fabaceae;inga;gitorana";gitorana;fabaceae;inga;inga cf leiocalycina;inga leiocalycina
"inga cf leiocalycina;fabaceae;inga;inga branca";inga branca;fabaceae;inga;inga cf leiocalycina;inga leiocalycina
"inga grandiflora;fabaceae;inga;breu vermelho";breu vermelho;fabaceae;inga;inga grandiflora;inga graciliflora
"inga grandiflora;fabaceae;inga;inga branca";inga branca;fabaceae;inga;inga grandiflora;inga graciliflora
"inga grandiflora;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga grandiflora;inga graciliflora
"inga sp;fabaceae;inga;inga branca";inga branca;fabaceae;inga;inga sp;
"inga spp;fabaceae;inga;inga";inga;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga branca";inga branca;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga branco";inga branco;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga vermelha";inga vermelha;fabaceae;inga;inga spp;
"inga spp;fabaceae;inga;inga vermelho";inga vermelho;fabaceae;inga;inga spp;
"inga suberosa;fabaceae;inga;inga peluda";inga peluda;fabaceae;inga;inga suberosa;inga huberi
"iryanthera coriacea;myristicaceae;iryanthera;breu vermelho";breu vermelho;myristicaceae;iryanthera;iryanthera coriacea;andira coriacea
"iryanthera coriacea;myristicaceae;iryanthera;ucuuba puna";ucuuba puna;myristicaceae;iryanthera;iryanthera coriacea;andira coriacea
"iryanthera coriacea;myristicaceae;iryanthera;ucuuba vermelha";ucuuba vermelha;myristicaceae;iryanthera;iryanthera coriacea;andira coriacea
"iryanthera spp;myristicaceae;iryanthera;ucuuba puna";ucuuba puna;myristicaceae;iryanthera;iryanthera spp;iryanthera laevis
"kutchubaea insignis;rubiaceae;kutchubaea;cafe bravo";cafe bravo;rubiaceae;kutchubaea;kutchubaea insignis;ruagea insignis
"kutchubaea insignis;rubiaceae;kutchubaea;taboquinha";taboquinha;rubiaceae;kutchubaea;kutchubaea insignis;ruagea insignis
"lacistema aggregatum/polystachyum;lacistemataceae;lacistema;macucu chiador";macucu chiador;lacistemataceae;lacistema;lacistema aggregatum/polystachyum;lacistema aggregatum
"lacistema spp;lacistemataceae;lacistema;pimenta nambu";pimenta nambu;lacistemataceae;lacistema;lacistema spp;
"lauraceae sp;lauraceae;lauraceae;louro";louro;lauraceae;lauraceae;lauraceae sp;
"lauraceae spp;lauraceae;lauraceae;louro aritu";louro aritu;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro bosta";louro bosta;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro branco";louro branco;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro chumbo";louro chumbo;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro falso aritu";louro falso aritu;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro fofo";louro fofo;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro inhamui";louro inhamui;lauraceae;lauraceae;lauraceae spp;
"lauraceae spp;lauraceae;lauraceae;louro preto";louro preto;lauraceae;lauraceae;lauraceae spp;
"lecythidaceae spp;lecythidaceae;lecythidaceae;tauari";tauari;lecythidaceae;lecythidaceae;lecythidaceae spp;
"lecythis aff poiteaui;lecythidaceae;lecythis;castanha jarana";castanha jarana;lecythidaceae;lecythis;lecythis aff poiteaui;lecythis poiteaui
"lecythis aff poiteaui;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis aff poiteaui;lecythis poiteaui
"lecythis cf chartacea;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis cf chartacea;lecythis chartacea
"lecythis cf gracieana;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis cf gracieana;lecythis gracieana
"lecythis spp;lecythidaceae;lecythis;castanha jarana";castanha jarana;lecythidaceae;lecythis;lecythis spp;lecythis ampla
"lecythis spp;lecythidaceae;lecythis;castanha jarana fm";castanha jarana fm;lecythidaceae;lecythis;lecythis spp;lecythis ampla
"licania bracteata;chrysobalanaceae;licania;macucu chiador";macucu chiador;chrysobalanaceae;licania;licania bracteata;licania elata
"licania bracteata;chrysobalanaceae;licania;uxi cotia";uxi cotia;chrysobalanaceae;licania;licania bracteata;licania elata
"licania hirsuta;chrysobalanaceae;licania;macucu chiador";macucu chiador;chrysobalanaceae;licania;licania hirsuta;licania robusta
"licania prismatocarpa;chrysobalanaceae;licania;macucu chiador";macucu chiador;chrysobalanaceae;licania;licania prismatocarpa;burdachia prismatocarpa
"licania sp 1;chrysobalanaceae;licania;macucu chiador";macucu chiador;chrysobalanaceae;licania;licania sp 1;
"licania spp;chrysobalanaceae;licania;caraipe";caraipe;chrysobalanaceae;licania;licania spp;
"licania spp;chrysobalanaceae;licania;macucu chiador";macucu chiador;chrysobalanaceae;licania;licania spp;
"licania spp;chrysobalanaceae;licania;taquari vermelho";taquari vermelho;chrysobalanaceae;licania;licania spp;
"licania spp;myristicaceae;licania;macucu sangue";macucu sangue;myristicaceae;licania;licania spp;
"licania sprucei;chrysobalanaceae;licania;caraipe";caraipe;chrysobalanaceae;licania;licania sprucei;licania fuchsii
"licaria crassifolia;lauraceae;licaria;louro aritu";louro aritu;lauraceae;licaria;licaria crassifolia;litsea crassifolia
"licaria crassifolia;lauraceae;licaria;louro pirarucu";louro pirarucu;lauraceae;licaria;licaria crassifolia;litsea crassifolia
"licaria martiniana;lauraceae;licaria;louro aritu";louro aritu;lauraceae;licaria;licaria martiniana;licaria armeniaca
"licaria martiniana;lauraceae;licaria;louro falso aritu";louro falso aritu;lauraceae;licaria;licaria martiniana;licaria armeniaca
"licaria martiniana;lauraceae;licaria;louro fofo";louro fofo;lauraceae;licaria;licaria martiniana;licaria armeniaca
"licaria rodriguesii;lauraceae;licaria;louro preto";louro preto;lauraceae;licaria;licaria rodriguesii;licania rodriguesii
"licaria sp 2;lauraceae;licaria;louro preto";louro preto;lauraceae;licaria;licaria sp 2;
"mabea angularis;euphorbiaceae;mabea;taquari";taquari;euphorbiaceae;mabea;mabea angularis;
"mabea angularis;euphorbiaceae;mabea;taquari vermelho";taquari vermelho;euphorbiaceae;mabea;mabea angularis;
"mabea spp;euphorbiaceae;mabea;taquari";taquari;euphorbiaceae;mabea;mabea spp;
"macrolobium cf arenarium;fabaceae;macrolobium;inga vermelha";inga vermelha;fabaceae;macrolobium;macrolobium cf arenarium;macrolobium bifolium
"macrolobium cf arenarium;fabaceae;macrolobium;ingarana";ingarana;fabaceae;macrolobium;macrolobium cf arenarium;macrolobium bifolium
"meliaceae spp;meliaceae;meliaceae;gito";gito;meliaceae;meliaceae;meliaceae spp;
"meliaceae spp;meliaceae;meliaceae;gito branco";gito branco;meliaceae;meliaceae;meliaceae spp;
"miconia dicrophylla;melastomataceae;miconia;buchuchu canela velh";buchuchu canela velh;melastomataceae;miconia;miconia dicrophylla;miconia chrysophylla
"miconia dicrophylla;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia dicrophylla;miconia chrysophylla
"miconia egensis;melastomataceae;miconia;buxuxu folha serrilhada";buxuxu folha serrilhada;melastomataceae;miconia;miconia egensis;miconia ibaguensis
"miconia gratissima;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia gratissima;miconia prasina
"miconia gratissima;melastomataceae;miconia;buchuchu folha serrilhada";buchuchu folha serrilhada;melastomataceae;miconia;miconia gratissima;miconia prasina
"miconia gratissima;melastomataceae;miconia;buxuxu";buxuxu;melastomataceae;miconia;miconia gratissima;miconia prasina
"miconia minutiflora;melastomataceae;miconia;tinteira";tinteira;melastomataceae;miconia;miconia minutiflora;licania minutiflora
"miconia minutiflora;melastomataceae;miconia;tinteiro";tinteiro;melastomataceae;miconia;miconia minutiflora;licania minutiflora
"miconia phanerostila;melastomataceae;miconia;buchuchu";buchuchu;melastomataceae;miconia;miconia phanerostila;miconia prasina
"miconia phanerostila;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia phanerostila;miconia prasina
"miconia phanerostila;melastomataceae;miconia;buchuchu folha serrilha";buchuchu folha serrilha;melastomataceae;miconia;miconia phanerostila;miconia prasina
"miconia phanerostila;melastomataceae;miconia;buchuchu orelha burro";buchuchu orelha burro;melastomataceae;miconia;miconia phanerostila;miconia prasina
"miconia spp;melastomataceae;miconia;buchuchu";buchuchu;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu branco";buchuchu branco;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu canela velh";buchuchu canela velh;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu canela velho";buchuchu canela velho;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu f serrilhada";buchuchu f serrilhada;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu folha serrilha";buchuchu folha serrilha;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu folha serrilhada";buchuchu folha serrilhada;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu orelha burr";buchuchu orelha burr;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu orelha burro";buchuchu orelha burro;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buchuchu vermelho";buchuchu vermelho;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buxuxu f. serrilhada";buxuxu f. serrilhada;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;buxuxu orelha burro";buxuxu orelha burro;melastomataceae;miconia;miconia spp;
"miconia spp;melastomataceae;miconia;envira preta";envira preta;melastomataceae;miconia;miconia spp;
